NOVA_LB,NOVA_WICK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
55,0.5,BTCUSDT,F_008,2026-06-16T13:15:00+00:00,2026-06-16T13:25:00+00:00,66293.639841,65930.127679,1000.0,-5.4834,,stop,2
55,0.5,BTCUSDT,F_008,2026-06-16T14:35:00+00:00,2026-06-17T07:50:00+00:00,65653.248413,65177.885439,1000.0,-7.2405,,stop,207
55,0.5,BTCUSDT,F_008,2026-06-17T08:55:00+00:00,2026-06-17T11:00:00+00:00,65006.408613,64628.707643,1000.0,-5.8102,,stop,25
55,0.5,BTCUSDT,F_008,2026-06-17T11:20:00+00:00,2026-06-17T12:45:00+00:00,64710.0138,64960.689263,1000.0,3.8738,,tp,17
55,0.5,BTCUSDT,F_008,2026-06-17T19:55:00+00:00,2026-06-18T14:50:00+00:00,64251.057932,63526.347609,1000.0,-11.2794,,stop,227
55,0.5,BTCUSDT,F_008,2026-06-19T09:25:00+00:00,2026-06-19T12:50:00+00:00,62504.35016,62771.615124,1000.0,4.2759,,tp,41
55,0.5,BTCUSDT,F_008,2026-06-20T13:30:00+00:00,2026-06-20T14:05:00+00:00,63431.303635,63207.579679,1000.0,-3.527,,stop,7
55,0.5,BTCUSDT,F_008,2026-06-22T17:40:00+00:00,2026-06-22T18:55:00+00:00,64551.818413,64271.389703,1000.0,-4.3442,,stop,15
55,0.5,BTCUSDT,F_008,2026-06-23T05:30:00+00:00,2026-06-23T05:45:00+00:00,63564.816977,63297.236315,1000.0,-4.2096,,stop,3
55,0.5,BTCUSDT,F_008,2026-06-23T18:50:00+00:00,2026-06-23T21:00:00+00:00,62251.22152,62482.462871,1000.0,3.7146,,tp,26
55,0.5,BTCUSDT,F_008,2026-06-24T10:25:00+00:00,2026-06-24T10:30:00+00:00,62650.3397,62451.478526,1000.0,-3.1741,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-24T17:50:00+00:00,2026-06-24T20:05:00+00:00,59471.222213,60511.43495,1000.0,17.491,,tp,27
55,0.5,BTCUSDT,F_008,2026-06-25T02:55:00+00:00,2026-06-25T04:55:00+00:00,60860.185521,61167.521378,1000.0,5.0499,,tp,24
55,0.5,BTCUSDT,F_008,2026-06-26T03:05:00+00:00,2026-06-26T03:55:00+00:00,58750.736798,59816.511255,1000.0,18.1406,,tp,10
